IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo,,,,,,,,,,,,,,,,,,,,,,,,,
1057461-48-LE21;MANTENCIÓN PREVENTIVA Y CORRECTIVA EQUIPOS MÉDICOS PARA HOSPITAL CAUQUENES;LE;Adjudicada a uno o varios proveedores;11/08/2021 16:58:14;Se requiere el servicio de mantención preventiva y correctiva de equipos médicos para Hospital de Cauquenes. Por un periodo de 24 meses. Leer Bases técnicas y administrativas adjuntas como Anexo.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,,,,,,,,,,,,,,,,,,,,,,,,,
1464-103-LE21;Reactivos Laboratorio  2021;LE;Adjudicada a uno o varios proveedores;27/10/2021 17:29:07;Cotizar insumos y reactivos para el servicio de laboratorio del Hospital de Parral.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE PARRAL,,,,,,,,,,,,,,,,,,,,,,,,,
4452-20-LP21;CONTRATO DE SUMINISTRO DE ALIMENTOS PERECIBLES;LP;Adjudicada a uno o varios proveedores;23/09/2021 15:35:41;CONTRATO DE SUMINISTRO DE ALIMENTOS PERECIBLES;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO,,,,,,,,,,,,,,,,,,,,,,,,,
4454-51-LE21;MATERIALES DE CONSTRUCCIÓN - GESTIÓN INTERNA;LE;Adjudicada a uno o varios proveedores;14/10/2021 22:53:39;MATERIALES DE CONSTRUCCIÓN PARA MANTENCIÓN DE RECINTOS DEPORTIVOS Y DIVERSAS DEPENDENCIAS MUNICIPALES - GESTIÓN MUNICIPAL;CLP;PUBLICADO;ESTIMADO;15.000.000;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD,,,,,,,,,,,,,,,,,,,,,,,,,
1464-107-R121;Reactivos Laboratorio Noviembre 2021;LE;Adjudicada a uno o varios proveedores;25/11/2021 16:42:01;Cotizar insumos y reactivos de laboratorio para el servicio de laboratorio del Hospital de Parral.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE PARRAL,,,,,,,,,,,,,,,,,,,,,,,,,
2992-94-LE21;MATERIAL DE FERRETERIA;LE;Adjudicada a uno o varios proveedores;24/09/2021 16:32:38;Adquisición de material de ferretería para establecimientos educacionales de la comuna, según bases técnicas adjuntas;CLP;PUBLICADO;ESTIMADO;15.600.000;I MUNICIPALIDAD DE MONTEPATRIA,,,,,,,,,,,,,,,,,,,,,,,,
4474-37-LP21;CONVENIO DE SUMINISTRO DE FERRETERIA;LP;Adjudicada a uno o varios proveedores;03/09/2021 10:15:39;Contratación  Convenio de Suministro de materiales de construcción, herramientas, maquinarias, electro hogar, camas, marquesas y similares, para la Municipalidad de Contulmo;CLP;PUBLICADO;ESTIMADO;70.000.000;Ilustre Municipalidad de Contulmo,,,,,,,,,,,,,,,,,,,
3017-179-L121;MATERIALES DE CONSTRUCCION PROY. 484 PMU-E SECPLAN;L1;Adjudicada a uno o varios proveedores;29/09/2021 17:00:07;MATERIALES DE CONSTRUCCION PROYECTO 484 PMU-E MEJORAMIENTO ILUMINACION AREA VERDE CALLE ARTURO PEREZ CANTO LOTA. CODIGO SUBDERE 1-K-2021-85;CLP;PUBLICADO;DISPONIBLE;2.403.827;I MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,,,
5690-12-L121;Adquisición de insumos Farmacéuticos, Fármacos Veterinarios, Materiales y Útiles Quirúrgicos, Productos Químicos, entre Otros;L1;Adjudicada a uno o varios proveedores;30/09/2021 15:20:41;Se requiere realizar una compra conjunta entre varias Unidades internas del SAG Tarapacá, por insumos Farmacéuticos, Fármacos Veterinarios, Materiales y Útiles Quirúrgicos, Productos Químicos, entre Otros, que estas requieren para el normal y correcto desarrollo de sus actividades diarias, propias del servicio.;CLP;PUBLICADO;ESTIMADO;3.023.000;SERVICIO AGRICOLA Y GANADERO,,,,,,,,,,,,,,
2450-200-L121;EQUIPAMIENTO PARA VIVIENDA (PROGRAMA HABITABILIDAD);L1;Adjudicada a uno o varios proveedores;22/11/2021 16:30:52;Solicitud N° 267. DIDECO. Depto. Familia - Sección Familia y Entorno - Programa Habitabilidad. Requerimiento para la vivienda familias participantes del programa habitabilidad. ;CLP;PUBLICADO;DISPONIBLE;4.932.066;ILUSTRE MUNICIPALIDAD DE LA SERENA,,,,,,,,,,,,,,,,,,,,,,,,,
3017-137-L121;MATERIALES PROY. 455 PMU.E. ILUMINACION MIRADOR  CANTERA LOTA.;L1;Adjudicada a uno o varios proveedores;19/08/2021 10:14:58;MATERIALES PROY. 455 PMU.E. ILUMINACION MIRADOR  CANTERA LOTA.;CLP;PUBLICADO;DISPONIBLE;1.616.915;I MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,,,
515568-31-LE21;Sol. N°40491 Adquisición de Insumos y Equipamiento para prevención del COVID-19/Dir. de Educación/Codeduc.;LE;Adjudicada a uno o varios proveedores;29/09/2021 18:57:23;Sol. N°40491 Adquisición de Insumos y Equipamiento para prevención de la enfermedad Coronavirus (COVID-19)/Dir. de Educación/Codeduc. Destinado a Jardines Infantiles y Establecimientos Educacionales. Insumos de Aseo e Higiene. Equipamiento clínico de prevención y seguridad personal.;CLP;PUBLICADO;DISPONIBLE;47.553.834;Corporacion Municipal de Educacion,,,,,,,,,,,,,,,,,,,,,,,,,
515568-32-LP21;Sol. N°40492 Adquisición de Insumos y Equipamiento para prevención del COVID-19 destinado a Establecimientos Educacionales Codeduc.;LP;Adjudicada a uno o varios proveedores;29/09/2021 19:08:39;Sol. N°40492 Adquisición de Insumos y Equipamiento para prevención de la enfermedad Coronavirus (COVID-19)/Dir. de Educación/Codeduc. Destinados a Establecimientos Educacionales (Colegios y Liceos). Insumos de Aseo e Higiene. Equipamiento clínico de prevención y seguridad personal.;CLP;PUBLICADO;DISPONIBLE;95.367.454;Corporacion Municipal de Educacion,,,,,,,,,,,,,,,,,,,,,,,,,
3483-14-L121;ELEMENTOS DE REPARACIÓN DE CONTENEDORES;L1;Adjudicada a uno o varios proveedores;08/09/2021 15:00:53;ADQUISICIÓN DE ELEMENTOS DE REPARACIÓN PARA SER EMPLEADOS EN  CONTENEDORES DE HABITABILIDAD.;CLP;PUBLICADO;DISPONIBLE;5.000.000;COMANDO DE APOYO A LA FUERZA,,,,,,,,,,,,,,,,,,,,,,,,,
1051765-22-R121;MATERIALES DE FERRETERIA PARA MEJORAMIENTO  DE DEPENDENCIA DEL PROGRAMA PVI  DEL CCP DE CHILLAN ;L1;Adjudicada a uno o varios proveedores;12/10/2021 15:15:32;EL CENTRO DE CUMPLIMIENTO PENITENCIARIO DE CHILLAN LLAMA A PROCESO DE LICITACION PUBLICA MENOR A 100 UTM, PARA LA ADQUISION DE MATERIALES DE FERRETERIA PARA SER UTILIZADO EN PROGRAMA PVI.  ES DEL CASO INDICAR QUE EL OFEREENTE DEBERA CONSIDERAR TODOS LOS COSTOS ASOCIADOS A LA COMPRA (FLETES, DESPACHOS, ETC ) SIN CARGO ALGUNO PARA GENDARMERIA DE CHILE. ;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;DIRECCION GENERAL DE GENDARMERIA DE CHIL,,,,,,,,,,,,,,,,,,,,,,
3017-241-L121;MATERIALES DE CONSTRUCCION PROYECTO 495 PMU-E SECPLAN;L1;Adjudicada a uno o varios proveedores;29/10/2021 16:17:41;MATERIALES DE CONSTRUCCION PORYECTO 495 PMU-E CODIGO SUBDERE 1-K-2021-96 MEJORAMIENTO ILUMINACION AEA DE JUEGOS PSJE SIN NOMBRE ENTRE EIQULEME Y VISTA HERMOSA;CLP;PUBLICADO;DISPONIBLE;1.505.019;I MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,,,
1556-23-LE21;Adquisición de Reactivos de Laboratorio;LE;Adjudicada a uno o varios proveedores;12/10/2021 17:12:00;Adquisición de Reactivos de Laboratorio;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD ATACAMA HOSPITAL DE CHANARAL,,,,,,,,,,,,,,,,,,,,,,,,,
1057494-66-LE21;ACCESORIOS DE EE.MM., ALIMENTACIÓN Y OTROS;LE;Adjudicada a uno o varios proveedores;30/07/2021 16:39:26;ADQUISICIÓN DE ACCESORIOS DE EE.MM., ARTÍCULOS DE MANTENIMIENTO, ALIMENTACIÓN Y OTROS PARA EL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL,,,,,,,,,,,,,,,,,,,,,,
1057508-41-LE21;CONVENIO EXAMENES RESONANCIA NUCLEAR MAGNÉTICA;LE;Adjudicada a uno o varios proveedores;03/06/2021 13:51:00;El Servicio de Salud Ñuble llama a Licitación Pública a través del Portal Mercado Público, para la suscripción de CONVENIO COMPRA DE SERVICIOS DE EXÁMENES DE RESONANCIA NUCLEAR MAGNÉTICA con el fin de dar atención a beneficiarios(as)  del sistema público de salud de la Región de Ñuble , de acuerdo a las presentes Bases Administrativas y Técnicas. Se pretende obtener la mejor calidad y oportunidad en la prestación de los servicios a un precio conveniente;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD NUBLE,,,,,,,,,,,,,,,,,,,,,,,
1057967-4-LQ21;MÁQUINA DE ANESTESIA Y MONITOR MULTIPARÁMETRO;LQ;Adjudicada a uno o varios proveedores;20/08/2021 15:33:53;ADQUISICIÓN DE MÁQUINA DE ANESTESIA Y MONITOR MULTIPARÁMETRO DISEÑADOS PARA USO EN RESONANCIA MAGNÉTICA PARA EL HOSPITAL CLÍNICO SAN BORJA ARRIARÁN, DEL SERVICIO DE SALUD METROPOLITANO CENTRAL;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;SERVICIO DE SALUD METROPOLITANO CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,
1300-36-LE21;Equipamiento CVT Punta Arenas - REQ 392;LE;Adjudicada a uno o varios proveedores;23/08/2021 15:05:00;APRUEBA BASES ADMINISTRATIVAS, TÉCNICAS Y ANEXOS DE LICITACIÓN PÚBLICA POR LA ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL CONDOMINIO DE VIVIENDAS TUTELADAS, UBICADO EN LA COMUNA DE PUNTA ARENAS, REGIÓN DE MAGALLANES;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO NACIONAL DEL ADULTO MAYOR,,,,,,,,,,,,,,,,,,,,,,
2132-46-LE21;Insumos para Laboratorio Ambiental;LE;Adjudicada a uno o varios proveedores;08/07/2021 16:32:34;Adquirir insumos para el laboratorio Ambiental, de acuerdo a lo señalado en bases adjuntas;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SUBSECRETARIA DE SALUD PUBLICA,,,,,,,,,,,,,,,,,,,,,,,,
1057544-282-LP21;Contratación de servicios de mantención correctiva de diversos equipos médicos del Hospital Las Higueras Talcahuano;LP;Adjudicada a uno o varios proveedores;10/11/2021 14:23:00;La presente licitación contempla la mantención correctiva de diversos equipos médicos del Hospital Las Higueras de Talcahuano, de acuerdo con las especificaciones técnicas adjuntas;CLP;PUBLICADO;ESTIMADO;85.000.000;Hospital Las Higueras,,,,,,,,,,,,,,,,,,,,,,,,
3017-133-L121;MATERIALES PROY. 450 PMU.E. MEJ.ILUMINACION PEATONAL CALLE PRAT ENTRE COUSIÑO Y MATTA LOTA;L1;Adjudicada a uno o varios proveedores;18/08/2021 17:24:01;MATERIALES PROY. 450 PMU.E. MEJ.ILUMINACION PEATONAL CALLE PRAT ENTRE COUSIÑO Y MATTA LOTA;CLP;PUBLICADO;DISPONIBLE;1.891.841;I MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,,,
5350-57-L121;INSUMOS PROGRAMA ESPACIO AMIGABLE CESFAM ESTACION.;L1;Adjudicada a uno o varios proveedores;28/09/2021 13:27:49;INSUMOS PROGRAMA ESPACIO AMIGABLE CESFAM ESTACION.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I MUNICIPALIDAD DE VALLENAR,,,,,,,,,,,,,,,,,,,,,,,,,
2107-168-LE21;ADQUISICION INSUMOS GRLES Y MICROB LAB CLINICO DICIEMBRE;LE;Adjudicada a uno o varios proveedores;30/11/2021 10:40:04;ADQUISICION INSUMOS GRLES Y MICROB LAB CLINICO DICIEMBRE;CLP;PUBLICADO;ESTIMADO;50.000.000;SERVICIO DE SALUD HOSPITAL DE SANTA CRUZ,,,,,,,,,,,,,,,,,,,,,,,,,
1057544-273-LQ21;Compra por Suministro de Insumos Clínicos para el C.C. de Oftalmología;LQ;Adjudicada a uno o varios proveedores;20/10/2021 10:50:00;Que, el establecimiento requiere la compra de insumos clínicos solicitados por el C.C. de Oftalmología del Hospital Las Higueras;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Hospital Las Higueras,,,,,,,,,,,,,,,,,,,,,,,,
3073-83-L121;Materiales de Ferretería;L1;Adjudicada a uno o varios proveedores;17/11/2021 17:25:21;Materiales de Ferretería.;CLP;PUBLICADO;ESTIMADO;3.000.000;DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,,,,,,,,,,,,,,,,,,,,,,,,,
1057491-110-LE21;SERVICIOS DE MANTENCIÓN PREVENTIVA Y CORRECTIVA PARA CENTRALES DE AIRE COMPRIMIDO ;LE;Adjudicada a uno o varios proveedores;03/08/2021 16:44:54;Que, de conformidad al orden de subrogación dispuesto en Resolución Exenta Nº 1301, de fecha 17 de septiembre de 2020, del Servicio de Salud Metropolitano Oriente, procede que, en caso de ausencia, al Director lo subrogue el Subdirector Médico Dr. Michel Royer Faundez.;CLP;PUBLICADO;DISPONIBLE;31.800.000;SERVICIO DE SALUD ORIENTE HOSPITAL LUIS CALVO MACKENNA,,,,,,,,,,,,,,,,,,,
3443-61-E221;ADQUISICIÓN MÁQUINAS Y EQUIPOS FONDO CAPITAL SEMILLA Y EMPLEABILIDAD PMJH PURRANQUE 2020;E2;Adjudicada a uno o varios proveedores;10/11/2021 11:45:53;La I. Municipalidad de Purranque requiere adquirir diversas máquinas y equipos  para dar cumplimiento al convenio con la Dirección Regional del Servicio Nacional de la Mujer y Equidad de Género, en cuanto a habilitar a la mujeres participantes del PROGRAMA MUJERES JEFAS DE HOGAR en su autonomía económica.;CLP;NO PUBLICADO;DISPONIBLE;Inferior a 100 UTM;I MUNICIPALIDAD DE PURRANQUE,,,,,,,,,,,,,,,,,,,,,,,,
1398-69-LE21;HERRAMIENTAS SUBDEPARTAMENTO SERVICIOS GENERALES;LE;Adjudicada a uno o varios proveedores;06/08/2021 16:39:25;CON LA FINALIDAD DE ADQUIRIR HERRAMIENTAS PARA REALIZAR TRABAJOS DE MANTENCION Y REPARACION EN LA RED DE SALUD DEL LIBERTADOR GENERAL BERNARDO OHIGGINS.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD LIBERTADOR BDO OHIGGINS,,,,,,,,,,,,,,,,,,,,,,,,,
2385-20-LE21;MAT. DE CONSTRUCCION, INSUMOS PARA SIEMBRA Y OTROS;LE;Adjudicada a uno o varios proveedores;31/08/2021 09:50:29;Para la construcción de distintas tecnologías a implementar con 20 familias del Programa Autoconsumo, así como también producir sus propios alimentos, según Memorándum N° 773/2021 de la Dirección Desarrollo Comunitario/Programa Autoconsumo 2020.;CLP;PUBLICADO;DISPONIBLE;7.000.000;I MUNICIPALIDAD DE CALAMA,,,,,,,,,,,,,,,,,,,,,,
2107-172-LE21;ABARROTES PARA BODEGA DE ECONOMATO HSC;LE;Adjudicada a uno o varios proveedores;30/11/2021 17:39:13;Hospital Santa Cruz, como establecimiento de salud requiere adquirir abarrotes para reposición de stock de bodega de economato, los que son utilizados por la central de alimentación en la elaboración y preparación de alimentos para pacientes que se encuentran en régimen de hospitalización afectados por problemas de salud, de acurdo a planificación anual de compras;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD HOSPITAL DE SANTA CRUZ,,,,,,,,,,,,,,,,,,,,,,
1523-130-LP21;Propuesta Pública Nº 127/21 “SUMISTRO DE INSUMOS PARA VITRECTOR MEGATRON, PARA HOSPITAL DR. ABRAHAM GODOY PEÑA DE LAUTARO”;LP;Adjudicada a uno o varios proveedores;30/11/2021 15:21:10;Propuesta Pública Nº 127/21 “SUMISTRO DE INSUMOS PARA VITRECTOR MEGATRON, PARA HOSPITAL DR. ABRAHAM GODOY PEÑA DE LAUTARO”;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO NACIONAL ARAUCANIA SUR HOSPITAL DR ABRAHAM GODOY PENA LAUTARO,,,,,,,,,,,,,,,,,,,,,,,
2026-211-LE21;Adquisición de equipo y equipamiento de Rehabilita;LE;Adjudicada a uno o varios proveedores;02/09/2021 12:12:16;Las presentes bases norman el proceso de llamado a licitación pública, a través del sistema Mercado Público, para lo cual el Servicio de Salud Viña del Mar - Quillota, en su calidad de Mandante, hace un llamado para contratar la “Adquisición de equipo y equipamiento de Rehabilitación para CESAFM SAR Belloto Sur”.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO SALUD VINA DEL MAR QUILLOTA,,,,,,,,,,,,,,,,,,,,,
1523-93-LQ21;Propuesta Publica Nº104/21 “SERVICIO DE MANTENCIÓN PREVENTIVA, CORRECTIVA Y REPUESTOS DE EQUIPOS CRITICOS, HOSPITAL LAUTARO”;LQ;Adjudicada a uno o varios proveedores;02/09/2021 10:28:00;Dada la alta relevancia que tiene para el Hospital Dr. Abraham Godoy Peña de Lautaro mantener en operación y en perfectas condiciones técnicas sus Equipos médicos, es que se requiere Compra de Servicios de Mantenimiento Preventivo, correctivo y repuestos para los Ítem que se señala. El contrato se cursará por dieciocho (18) meses a partir del día hábil siguiente de publicada la resolución, pudiendo ser prorrogado, por una sola vez, hasta por seis meses más, por razones fundadas, en la medida que se cumplan los requisitos del punto 12;CLP;PUBLICADO;ESTIMADO;150.000.000;SERVICIO NACIONAL ARAUCANIA SUR HOSPITAL DR ABRAHAM GODOY PENA LAUTARO,,,,,,,,,,,,,,,,
2291-47-L121;NP N 277 DEPTO DE CONSTRUCCION, MAT. CONST.;L1;Adjudicada a uno o varios proveedores;01/09/2021 10:17:18;MATERIALES DE CONSTRUCCION DESTINADOS PARA LA OBRA AMPLIACION SEDE SOCIAL CLUB DEPORTIVO VILLA SUR, DESPACHO A BODEGA MUNICIPAL, 5 SUR N 2330 CON 18 ORIENTE, SE ADJUNTAN TDR.;CLP;PUBLICADO;ESTIMADO;5.200.000;I MUNICIPALIDAD DE TALCA,,,,,,,,,,,,,,,,,,,,,
3149-34-LE21;2° LLAMADO COMPRA PROGRAMA AUTOCONSUMO;LE;Adjudicada a uno o varios proveedores;06/10/2021 12:14:12;COMPRA DE MATERIALES E INSUMOS PROGRAMA AUTOCONSUMO.- CTA. 114.05.01.020 (PROGRAMA AUTOCONSUMO 2020-2021).-;CLP;PUBLICADO;DISPONIBLE;6.380.000;I MUNICIPALIDAD DE MARIA ELENA,,,,,,,,,,,,,,,,,,,,,,,,,
4407-60-L121;IMPLEMENTACIÓN PARA LA SALA DE RBC DEL CESFAM LUMACO;L1;Adjudicada a uno o varios proveedores;24/08/2021 11:32:14;SE REQUIERE LA COMPRA DE MATERIALES PARA LA SALA DE REHABILITACIÓN DEL CESFAM LUMACO. SEGÚN S.C.M. N°231. CON CARGO AL CONVENIO REHABILITACIÓN INTEGRAL 2021.;CLP;PUBLICADO;DISPONIBLE;2.143.000;Ilustre Municipalidad de Lumaco,,,,,,,,,,,,,,,,,,,,,,,,,
1499-109-LQ21;Insumos para Microbiología;LQ;Adjudicada a uno o varios proveedores;19/07/2021 15:58:02;El Instituto Nacional del Tórax necesita contar para su gestión Insumos para microbiología en forma permanente, con el objeto de poder cumplir y satisfacer debidamente la demanda asistencial que legalmente le ha sido encomendada.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Instituto Nacional del Torax,,,,,,,,,,,,,,,,,,,,,,,,
3017-142-L121;MATERIAL PROY. 460 PMU.E. MEJ..ILUMINACION AREA...;L1;Adjudicada a uno o varios proveedores;19/08/2021 16:55:52;MATERIALES PROY. 460 PMUE. MEJORAMIENTO ILUMINACION AREA VERDE PJE DANIEL LOTA.;CLP;PUBLICADO;DISPONIBLE;2.091.838;I MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,,,
3017-239-L121;MATERIALES DE CONSTRUCCION PROYECTO 498 PMU-E SECPLAN;L1;Adjudicada a uno o varios proveedores;29/10/2021 16:08:21;MATERIALES DE CONSTRUCCION PROYECTO 498 CODIGO SUBDERE 1-K-2021-99  MEJORAMIENTO ILUMINACION ROTONDA CAMILO ESCALOTA;CLP;PUBLICADO;DISPONIBLE;1.505.021;I MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,,,
2992-119-L121;material de ferreteria ;L1;Adjudicada a uno o varios proveedores;12/11/2021 21:59:55;Material de ferreteria para colegio Cerro Guayaquil, Juntas, Chilecito, Jardín Montañitas, Jardín Calabacitas, escuela Santa Bernardita y colegio República de Chile;CLP;PUBLICADO;DISPONIBLE;5.300.000;I MUNICIPALIDAD DE MONTEPATRIA,,,,,,,,,,,,,,,,,,,,
1051765-22-L121;MATERIALES DE FERRETERIA PARA MEJORAMIENTO  DE DEPENDENCIA DEL PROGRAMA PVI  DEL CCP DE CHILLAN  - Readjudicada en Id 1051765-22-R121;L1;Adjudicada a uno o varios proveedores;12/10/2021 15:15:32;EL CENTRO DE CUMPLIMIENTO PENITENCIARIO DE CHILLAN LLAMA A PROCESO DE LICITACION PUBLICA MENOR A 100 UTM, PARA LA ADQUISION DE MATERIALES DE FERRETERIA PARA SER UTILIZADO EN PROGRAMA PVI.  ES DEL CASO INDICAR QUE EL OFEREENTE DEBERA CONSIDERAR TODOS LOS COSTOS ASOCIADOS A LA COMPRA (FLETES, DESPACHOS, ETC ) SIN CARGO ALGUNO PARA GENDARMERIA DE CHILE. ;CLP;PUBLICADO;DISPONIBLE;2.357.871;DIRECCION GENERAL DE GENDARMERIA DE CHIL,,,,,,,,,,,,,,,,,,,,,,
2129-19-LQ21;SOLUCIONES INDIVIDUALES DE AGUA POTABLE RURAL SECTOR NAVAS, COMUNA DE RÁNQUIL;LQ;Adjudicada a uno o varios proveedores;19/10/2021 14:03:12;construcción de 12 de soluciones individuales de agua potable, considera obras de captación de agua tipo pozo profundo (25 mts.), además incluyen un sistema de impulsión eléctrico, torre metálica de 6 mts de altura, estanque de acumulación de 500 litros, sistema de filtración y un sistema de coloración.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 2.000 UTM e inferior a 5.000 UTM ;Ilustre Municipalidad de Ranquil,,,,,,,,,,,,,,,,,,,
584146-25-LE21;EQUIPOS MEDICOS OTORRINO;LE;Adjudicada a uno o varios proveedores;02/09/2021 16:49:10;ADQUISICIÓN DE EQUIPOS MÉDICOS Y OTROS PARA OTORRINO SEGÚN LAS ESPECIFICACIONES TÉCNICAS ADJUNTAS;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE PURRANQUE,,,,,,,,,,,,,,,,,,,,,,,,,
1413-47-L121;CDP DE CASTRO REQUIERE MATERIALES DE CONSTRUCCION;L1;Adjudicada a uno o varios proveedores;01/12/2021 15:57:46;CDP DE CASTRO REQUIERE MATERIALES DE CONSTRUCCION PARA UNIDAD PENAL. EN SU OFERTA DEBE INCLUIR VALOR DE DESPACHO DE LOS PRODUCTOS A LA DIRECCION MONJITAS 733, CASTRO CHILOE. ;CLP;PUBLICADO;ESTIMADO;4.892.671;DIRECCION GENERAL DE GENDARMERIA DE CHIL,,,,,,,,,,,,,,,,,,,,,,,,
2343-158-L121;Herramientas - DSC.2376;L1;Adjudicada a uno o varios proveedores;17/11/2021 13:39:36;Herramientas y materiales solicitados para la Dirección de Cultura.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I MUNICIPALIDAD DE SANTIAGO,,,,,,,,,,,,,,,,,,,,,,,,,
3561-82-CO21;COMPRA DE MATERIALES PARA CONVENIO FOFAR ;CO;Adjudicada a uno o varios proveedores;02/12/2021 17:51:37;COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA MEJORAMIENTO DE FARMACIA EN CESFAM ARTIFICIO ;CLP;PUBLICADO;DISPONIBLE;9.000.000;I MUNICIPALIDAD DE LA CALERA,,,,,,,,,,,,,,,,,,,,,,,,,
2658-80-L121;CONVENIO SUMINISTRO INSUMOS ELECTRICOS.;L1;Adjudicada a uno o varios proveedores;06/12/2021 16:15:17;PARA CONVENIO SUMINISTRO INSUMOS ELECTRICOS AÑO 2022;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Municipalidad de Ancud,,,,,,,,,,,,,,,,,,,,,,,,,
699866-97-LE21;Insumos para distintos Servicios de Hospital de Talca;LE;Adjudicada a uno o varios proveedores;05/10/2021 10:55:34;El objetivo de la presente licitación, es la adquisición de Insumos para Servicios del Hospital Regional de Talca, indispensables para satisfacer los requerimientos con el fin de asegurar el abastecimiento en calidad y oportunidad, y asi satisfacer la demanda de los usuarios.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA,,,,,,,,,,,,,,,,,,,,,,
